entity,code,pop2024,steel_kt,steel_src,elec_twh,elec_src,pc_steel_kg,pc_elec_kwh,score2012,score2000,score1990,r_s2012,r_s2000,r_s1990,r_e2012,r_e2000,r_e1990,category
India,IND,1450935785.0,149400.0,worldsteel2024,2036.52,OWID2024,102.96803038736824,1403.5907178345594,0.5799963371315806,2.3318517491269337,4.3953879970096885,0.19458654083955135,1.0173250809623553,1.7888876668997447,0.3854097962920292,1.3145266681645784,2.606500330109944,工业化中期国家
China,CHN,1419321284.0,1005100.0,worldsteel2024,10086.88,OWID2024,708.1553777361659,7106.833465903271,3.2897096002136768,13.652454997464705,25.5005025826164,1.338255231378213,6.996581601873112,12.302948951389917,1.9514543688354637,6.655873395591593,13.19755363122648,中国
United States,USA,345426566.0,79500.0,worldsteel2024,4391.02,OWID2024,230.15021954043917,12711.876943477475,3.92546698055439,14.179138303064803,27.60470219809364,0.43493242441715513,2.27388627175493,3.9984535755543376,3.4905345561372347,11.905252031309873,23.606248622539304,发达国家
Indonesia,IDN,283487933.0,18600.0,worldsteel2024,371.54,OWID2024,65.61125831059624,1310.6025221891896,0.48386691128725007,1.8756788170634833,3.5736988376836436,0.1239905992836725,0.6482398315454011,1.1398797312141038,0.35987631200357756,1.2274389855180823,2.43381910646954,工业化起步国家
Pakistan,PAK,251269160.0,4100.0,worldsteel2024,174.96,OWID2024,16.317163634407024,696.3051096282568,0.2220331278172481,0.8133351912198578,1.5765365444594908,0.030835788700506156,0.16121372578459592,0.2834818989405144,0.19119733911674194,0.6521214654352618,1.2930546455189764,准备工业化国家
Nigeria,NGA,232679482.0,1200.0,worldsteel2024,37.56,OWID2024,5.157309057444094,161.42377349800014,0.054071263668493415,0.20213498048551903,0.3893668059379146,0.009746160296095596,0.050954260605686426,0.08959913608664967,0.04432510337239782,0.15118071987983261,0.29976766985126496,准备工业化国家
Brazil,BRA,211998565.0,33900.0,worldsteel2024,745.72,OWID2024,159.90674276498052,3517.570979784698,1.2680723232832762,4.874245595938161,9.310307655261846,0.3021879685811168,1.5798800794558754,2.7780972298900637,0.9658843547021594,3.2943655164822863,6.532210425371783,工业化中期国家
Bangladesh,BGD,173562366.0,4500.0,worldsteel2024,101.74,OWID2024,25.927279650013528,586.1869847983058,0.209956932106068,0.8051525833238798,1.5390034397862964,0.0489967579402659,0.256161759818603,0.4504406914231875,0.1609601741658021,0.5489908235052768,1.0885627483631088,准备工业化国家
Russia,RUS,144820421.0,71000.0,worldsteel2024,1209.31,OWID2024,490.2623505009698,8350.410747666589,3.2194124822890062,12.664336691222836,24.024347764220977,0.9264861581692888,4.843796502077982,8.517442443611653,2.2929263241197173,7.820540189144855,15.506905320609322,工业化国家
Ethiopia,ETH,132059770.0,0.0,无产量(两源均无),25.2,OWID2024,0.0,190.82268581870164,0.052397705068004306,0.17871414096159663,0.3543621279757835,0.0,0.0,0.0,0.052397705068004306,0.17871414096159663,0.3543621279757835,准备工业化国家
Mexico,MEX,130861001.0,13800.0,worldsteel2024,355.18,OWID2024,105.45540607625338,2714.177618127803,0.944568943105178,3.5838513985588945,6.872391852675123,0.19928712440172786,1.0419003754936693,1.8321014263166553,0.7452818187034501,2.5419510230652254,5.040290426358467,工业化中期国家
Japan,JPN,123753041.0,84000.0,worldsteel2024,1016.39,OWID2024,678.7711988427016,8213.050699901589,3.5379345491050493,14.398161890932013,27.044275285510523,1.2827257072649576,6.706265645946338,11.792450741151812,2.2552088418400915,7.691896244985674,15.251824544358712,发达国家
Egypt,EGY,116538256.0,10700.0,worldsteel2024,237.39,OWID2024,91.81534345253974,2037.0134936634026,0.7328508306637946,2.814892394634057,5.377910460852385,0.17351045767518924,0.9071364321532188,1.5951294291685494,0.5593403729886054,1.9077559624808382,3.782781031683835,工业化中期国家
Philippines,PHL,115843663.0,1800.0,worldsteel2024,124.17,OWID2024,15.538182697140714,1071.8756363910902,0.32368835603627444,1.15737776531333,2.260446255434959,0.02936368900711241,0.15351738700748946,0.26994848098366614,0.29432466702916205,1.0038603783058404,1.9904977744512926,工业化起步国家
Democratic Republic of Congo,COD,109276264.0,30.0,BGS 2024 est,15.92,OWID2024,0.27453354371631883,145.68580053212654,0.04052244478456785,0.13915378494600475,0.2753114265764758,0.0005188069774202039,0.0027123939201069602,0.004769535443737615,0.04000363780714765,0.13644139102589778,0.2705418911327382,准备工业化国家
Vietnam,VNM,100987685.0,22000.0,worldsteel2024,303.58,OWID2024,217.8483445778562,3006.1091112247996,1.2371274671850563,4.967701804252062,9.367144166565009,0.4116846329832096,2.152343634732383,3.784730225525035,0.8254428342018466,2.8153581695196794,5.582413941039975,工业化中期国家
Iran,IRN,91567737.0,31400.0,worldsteel2024,395.79,OWID2024,342.9155402191495,4322.373938322839,1.8349076017221626,7.4361088319188635,13.984299935691539,0.6480336520019144,3.3880086703056187,5.957551857392372,1.186873949720248,4.048100161613244,8.026748078299168,工业化中期国家
Turkey,TUR,87473800.0,36900.0,worldsteel2024,341.23,OWID2024,421.8405968415686,3900.939481307546,1.868337267854802,7.821196538874526,14.572869892836518,0.7971843514563568,4.167788950809178,7.328735319580166,1.0711529163984452,3.6534075880653476,7.244134573256352,工业化中期国家
Germany,DEU,84552234.0,37300.0,worldsteel2024,495.99,OWID2024,441.1474213679558,5866.078003332236,2.4444271828814506,9.852389917821403,18.55759942136583,0.8336699303787908,4.358540553520639,7.664157296210386,1.6107572525026597,5.493849364300765,10.893442125155442,发达国家
Thailand,THA,71668010.0,4900.0,worldsteel2024,199.52,OWID2024,68.3708114680455,2783.9478171641713,0.8936454467147343,3.282798235807931,6.357677388314429,0.12920553736834609,0.6755042419527928,1.1878220934302586,0.7644399093463883,2.6072939938551385,5.1698552948841705,工业化中期国家
United Kingdom,GBR,69138185.0,4000.0,worldsteel2024,284.16,OWID2024,57.85514907572422,4110.0297903394485,1.2378999878366872,4.420839592055974,8.637551130813108,0.10933328807057392,0.571609401443603,1.005131032018903,1.1285666997661132,3.849230190612371,7.632420098794205,发达国家
Tanzania,TZA,68560162.0,0.0,无产量(两源均无),8.84,OWID2024,0.0,128.93785169294085,0.035404844534719704,0.12075617374252119,0.2394405639272192,0.0,0.0,0.0,0.035404844534719704,0.12075617374252119,0.2394405639272192,准备工业化国家
France,FRA,66548532.0,10800.0,worldsteel2024,561.78,OWID2024,162.28757683189767,8441.658788205876,2.624669194232857,9.509400879025286,18.495815052887394,0.3066872123138706,1.6034027417887615,2.8194600167980024,2.317981981918986,7.905998137236525,15.676355036089394,发达国家
South Africa,ZAF,64007187.0,4700.0,worldsteel2024,247.52,OWID2024,73.42925412422827,3867.065740601911,1.2006164408083027,4.347164987896203,8.456933856042365,0.13876486228501056,0.7254817016107554,1.275703600411818,1.061851578523292,3.621683286285448,7.181230255630546,工业化中期国家
Italy,ITA,59342870.0,20000.0,worldsteel2024,267.56,OWID2024,337.0244816268576,4508.713515204101,1.8749415141082175,7.552420624353907,14.227990088675366,0.6369008692435698,3.3298049575919637,5.855205119078656,1.2380406448646477,4.222615666761943,8.37278496959671,发达国家
Kenya,KEN,56432946.0,1800.0,worldsteel2024,13.26,OWID2024,31.896261449827552,234.96912601372964,0.12479660567613343,0.5351946484694825,0.9904842932843873,0.060276798127404774,0.3151353545344981,0.5541412078404294,0.06451980754872866,0.22005929393498436,0.43634308544395783,准备工业化国家
Myanmar,MMR,54500086.0,500.0,BGS 2024 est,21.71,OWID2024,9.174297449732464,398.3479952673836,0.12671912728366583,0.4637131927041541,0.8991286278372824,0.01733736965406264,0.09064214262145173,0.15938721463889946,0.1093817576296032,0.37307105008270236,0.7397414131983829,准备工业化国家
Colombia,COL,52886360.0,1300.0,worldsteel2024,89.14,OWID2024,24.581007276734493,1685.5007604985483,0.5092716416236811,1.8214088460869504,3.5570653669505865,0.046452604350470154,0.24286057647081027,0.4270515867099428,0.46281903727321094,1.5785482696161401,3.1300137802406436,工业化起步国家
South Korea,KOR,51717587.0,63600.0,worldsteel2024,625.38,OWID2024,1229.7557502054378,12092.211494708754,5.644344822468712,23.474905148007732,43.82034977237021,2.323963239947331,12.149998047307943,21.36483417780735,3.3203815825213807,11.32490710069979,22.455515594562858,发达国家
Sudan,SDN,50448960.0,0.0,无产量(两源均无),14.77,OWID2024,0.0,292.77114929623923,0.08039157539067372,0.2741935227477491,0.5436827756061453,0.0,0.0,0.0,0.08039157539067372,0.2741935227477491,0.5436827756061453,准备工业化国家
Uganda,UGA,50015091.0,30.0,BGS 2024 est,5.81,OWID2024,0.5998189626406958,116.16493909808142,0.03303107393830641,0.11471997587327679,0.2261417657743419,0.0011335236444858661,0.005926216830948146,0.010420795081772996,0.03189755029382055,0.10879375904232864,0.2157209706925689,准备工业化国家
Spain,ESP,47910533.0,11900.0,worldsteel2024,280.94,OWID2024,248.37962040622673,5863.846265287844,2.079526356685971,7.94575215877915,15.20445495515894,0.4693819136683964,2.4539929188561223,4.315157219016275,1.6101444430175746,5.491759239923028,10.889297736142666,发达国家
Algeria,DZA,46814302.0,4500.0,worldsteel2024,96.36,OWID2024,96.1244706799217,2058.34533215939,0.7468515934784404,2.8774448498420653,5.492387651695407,0.18165374407252374,0.9497106485287438,1.6699929040079318,0.5651978494059167,1.9277342013133214,3.822394747687475,工业化中期国家
Iraq,IRQ,46042015.0,3000.0,worldsteel2024,149.73,OWID2024,65.15787808157397,3252.029695051357,1.0161035976341022,3.6894344334892137,7.1710971866755875,0.12313381208362024,0.6437604307404945,1.1320030504903593,0.8929697855504819,3.045674002748719,6.039094136185228,工业化中期国家
Argentina,ARG,45696153.0,3900.0,worldsteel2024,152.51,OWID2024,85.34635289758418,3337.4800719001446,1.0777189846828352,3.968924920966013,7.68051960023779,0.16128551280563141,0.843222746368352,1.4827421437410662,0.9164334718772037,3.125702174597661,6.197777456496723,工业化中期国家
