entity,code,pop2024,steel_kt,steel_src,elec_twh,elec_src,pc_steel_kg,pc_elec_kwh,score2012,score2000,score1990,r_s2012,r_s2000,r_s1990,r_e2012,r_e2000,r_e1990,category
Afghanistan,AFG,42647502.0,0.0,无产量(两源均无),0.99,OWID2024,0.0,23.213551874620933,0.006374173172799974,0.02174054916029149,0.04310810114046052,0.0,0.0,0.0,0.006374173172799974,0.02174054916029149,0.04310810114046052,准备工业化国家
Yemen,YEM,40583173.0,0.0,无产量(两源均无),5.25,OWID2024,0.0,129.3639607726089,0.035521849165418895,0.12115524431320356,0.24023185831432595,0.0,0.0,0.0,0.035521849165418895,0.12115524431320356,0.24023185831432595,准备工业化国家
Canada,CAN,39742429.0,12300.0,worldsteel2024,636.79,OWID2024,309.4929099577683,16022.926026992462,4.984582742253495,18.063993158805967,35.13183581140891,0.584872358308573,3.0577927779677805,5.376892687308161,4.399710383944922,15.006200380838186,29.754943124100752,发达国家
Poland,POL,38539209.0,7100.0,worldsteel2024,172.12,OWID2024,184.22796378617943,4466.101003785521,1.574489376534876,6.002881073336588,11.494288042481013,0.34814963502948126,1.8201739653485383,3.2006354892419,1.2263397415053947,4.182707107988049,8.293652553239113,工业化中期国家
Morocco,MAR,38081176.0,1400.0,worldsteel2024,42.4,OWID2024,36.763570536792244,1113.4109933999937,0.3752047195909589,1.405984545672049,2.7063319968656954,0.06947492335973478,0.3632244127823542,0.6387021066349775,0.30572979623122415,1.0427601328896947,2.0676298902307177,工业化起步国家
Angola,AGO,37885854.0,285.0,BGS 2024,15.59,OWID2024,7.522596692686405,411.4992366280037,0.12720896133009926,0.4597111109638685,0.8948554028775764,0.01421602475111994,0.07432332405159006,0.1306918312021863,0.11299293657897932,0.3853877869122785,0.7641635716753901,准备工业化国家
Ukraine,UKR,37860221.0,7600.0,worldsteel2024,96.9,EIA2024,200.7383950558556,2559.4145369621588,1.0821363208203245,4.380305522214316,8.240366887763223,0.37935065632171305,1.9832971771353225,3.4874750719978973,0.7027856644986115,2.397008345078994,4.7528918157653255,工业化中期国家
Uzbekistan,UZB,36361859.0,1000.0,worldsteel2024,81.5,OWID2024,27.501344196950985,2241.3595520515055,0.6674228277122299,2.3708488900301563,4.640043657202297,0.051971387775317214,0.2717135319232928,0.4777872828295429,0.6154514399369128,2.0991353581068637,4.162256374372754,工业化中期国家
Malaysia,MYS,35557670.0,9000.0,worldsteel2024,198.12,OWID2024,253.10994786778772,5571.793652396234,2.008271343697821,7.718967256655052,14.744287603214492,0.47832117427502063,2.5007285973935,4.397338304004977,1.5299501694228004,5.2182386592615515,10.346949299209514,工业化国家
Mozambique,MOZ,34631767.0,0.0,无产量(两源均无),19.79,OWID2024,0.0,571.4406660220369,0.15691100538504288,0.5351802239890819,1.061178494342428,0.0,0.0,0.0,0.15691100538504288,0.5351802239890819,1.061178494342428,准备工业化国家
Ghana,GHA,34427417.0,245.0,BGS 2024,24.27,OWID2024,7.1164211941895035,704.9613974815479,0.20702269969130524,0.7305387798880331,1.4327648209771282,0.013448443930850231,0.07031030641554546,0.12363524929880844,0.193574255760455,0.6602284734724876,1.3091295716783198,准备工业化国家
Peru,PER,34217850.0,1600.0,worldsteel2024,59.29,OWID2024,46.75922069913802,1732.7213720324335,0.5641497375725064,2.0847540518452434,4.030062418766883,0.08836446588294276,0.4619815277084572,0.8123588739907837,0.4757852716895637,1.6227725241367863,3.2177035447761,工业化中期国家
Saudi Arabia,SAU,33962751.0,9600.0,worldsteel2024,454.64,OWID2024,282.66261469808495,13386.430327743474,4.209928225647696,15.329711230403879,29.769673507025182,0.534169102893812,2.7927092156755204,4.910763694563883,3.6757591227538837,12.537002014728358,24.8589098124613,工业化国家
Madagascar,MDG,31964960.0,0.0,无产量(两源均无),2.43,OWID2024,0.0,76.02074271327103,0.02087441772790637,0.07119688977741707,0.14117227227253556,0.0,0.0,0.0,0.02087441772790637,0.07119688977741707,0.14117227227253556,准备工业化国家
Cote d'Ivoire,CIV,31934229.0,0.0,无产量(两源均无),10.79,OWID2024,0.0,337.88196358208614,0.09277848385591275,0.3164418560032238,0.6274545979996357,0.0,0.0,0.0,0.09277848385591275,0.3164418560032238,0.6274545979996357,准备工业化国家
Nepal,NPL,29651054.0,0.0,无产量(两源均无),11.13,OWID2024,0.0,375.366083107872,0.10307119004658025,0.3515474420713143,0.69706347235054,0.0,0.0,0.0,0.10307119004658025,0.3515474420713143,0.69706347235054,准备工业化国家
Cameroon,CMR,29123748.0,0.0,无产量(两源均无),7.26,OWID2024,0.0,249.28110214385867,0.06844971085655288,0.23346311177029655,0.4629207551547261,0.0,0.0,0.0,0.06844971085655288,0.23346311177029655,0.4629207551547261,准备工业化国家
Venezuela,VEN,28405544.0,28.8,BGS 2024,80.13,OWID2024,1.0138865849567957,2820.928196270418,0.7765103130503586,2.6519450127875674,5.256143200357154,0.0019160188131030955,0.010017208722430346,0.01761448869752115,0.7745942942372555,2.641927804065137,5.238528711659632,工业化中期国家
Niger,NER,27032417.0,0.0,无产量(两源均无),0.95,OWID2024,0.0,35.14299146835446,0.009649859471717802,0.03291301295829554,0.0652613455613588,0.0,0.0,0.0,0.009649859471717802,0.03291301295829554,0.0652613455613588,准备工业化国家
Australia,AUS,26713206.0,4700.0,worldsteel2024,281.64,OWID2024,175.94293998256893,10543.099918444832,3.227506233231386,11.61241137178022,22.63547750818697,0.3324927936132383,1.7383178544753417,3.056697833578363,2.8950134396181477,9.874093517304878,19.578779674608608,发达国家
North Korea,PRK,26498832.0,350.0,BGS 2024 est (worldsteel表只到2012),27.1,OWID2024,13.208129324341542,1022.6865848275879,0.3057783311461568,1.0882890283930815,2.12862049033589,0.02496040942529629,0.13049643839643082,0.2294679189476856,0.2808179217208605,0.9577925899966506,1.8991525713882043,工业化起步国家
Syria,SYR,24672758.0,5.0,BGS 2021 est (2022+无),24.88,OWID2024,0.20265265845026323,1008.3996284485099,0.27727785673350425,0.9464144144152962,1.8761420959496218,0.00038296818586726464,0.0020022101169611378,0.003520732017523327,0.276894888547637,0.9444122042983351,1.8726213639320985,准备工业化国家
Mali,MLI,24478597.0,0.0,无产量(两源均无),5.96,OWID2024,0.0,243.47800652137047,0.06685624783823306,0.22802824827573118,0.4521442727631847,0.0,0.0,0.0,0.06685624783823306,0.22802824827573118,0.4521442727631847,准备工业化国家
Burkina Faso,BFA,23548782.0,0.0,无产量(两源均无),1.69,OWID2024,0.0,71.76591978302741,0.019706092504629184,0.06721205421313498,0.13327096797397966,0.0,0.0,0.0,0.019706092504629184,0.06721205421313498,0.13327096797397966,准备工业化国家
Taiwan,TWN,23213964.0,19200.0,worldsteel2024,288.56,OWID2024,827.088385249499,12430.449189978928,4.976269753399773,19.813322918338432,37.452830693184715,1.5630120072104807,8.171640802699013,14.369199898674196,3.413257746189292,11.64168211563942,23.08363079451052,中国
Sri Lanka,LKA,23103561.0,30.0,BGS 2024 est,17.07,OWID2024,1.2985011271639035,738.8471413562611,0.20533276618946428,0.7047932197669353,1.394615343150978,0.002453876622292652,0.012829202999728187,0.022559163685079927,0.20287888956717162,0.6919640167672071,1.372056179465898,准备工业化国家
Malawi,MWI,21655288.0,0.0,无产量(两源均无),1.83,OWID2024,0.0,84.50591836968411,0.023204348939111285,0.07914364344477111,0.15692943913639368,0.0,0.0,0.0,0.023204348939111285,0.07914364344477111,0.15692943913639368,准备工业化国家
Zambia,ZMB,21314962.0,0.0,无产量(两源均无),19.72,OWID2024,0.0,925.171717406768,0.25404146565674146,0.8664654729543234,1.7180652138748058,0.0,0.0,0.0,0.25404146565674146,0.8664654729543234,1.7180652138748058,准备工业化国家
Kazakhstan,KAZ,20592574.0,4200.0,worldsteel2024,118.51,OWID2024,203.95701868061758,5754.987210438093,1.9656861390216873,7.404904982358593,14.230536933752495,0.3854331348837554,2.0150972079539176,3.5433929727780527,1.580253004137932,5.389807774404676,10.687143960974442,工业化中期国家
Chad,TCD,20299131.0,0.0,无产量(两源均无),0.37,OWID2024,0.0,18.227381260803725,0.0050050283244260875,0.01707077316320212,0.03384866732848019,0.0,0.0,0.0,0.0050050283244260875,0.01707077316320212,0.03384866732848019,准备工业化国家
Chile,CHL,19764774.0,800.0,worldsteel2024,88.62,OWID2024,40.47605097837192,4483.73454712915,1.3076723896151217,4.5991254783440025,9.029598347223862,0.0764906808171106,0.39990375346307605,0.7031998973624879,1.231181708798011,4.1992217248809265,8.326398449861374,工业化中期国家
Romania,ROU,19015096.0,1400.0,worldsteel2024,52.72,OWID2024,73.62571295985043,2772.533990888082,0.9004419300393801,3.3240271421269307,6.427776281981457,0.13913612553144994,0.727422716701587,1.2791167256971696,0.7613058045079302,2.596604425425344,5.1486595562842865,工业化中期国家
Somalia,SOM,19009155.0,0.0,无产量(两源均无),0.43,OWID2024,0.0,22.62067935160716,0.00621137722707414,0.02118529702559086,0.04200712319346139,0.0,0.0,0.0,0.00621137722707414,0.02118529702559086,0.04200712319346139,准备工业化国家
Senegal,SEN,18501988.0,0.0,无产量(两源均无),7.63,OWID2024,0.0,412.38811742824606,0.1132370129780295,0.3862202642875498,0.7658142438192146,0.0,0.0,0.0,0.1132370129780295,0.3862202642875498,0.7658142438192146,准备工业化国家
Guatemala,GTM,18406366.0,249.5,BGS 2024,15.79,OWID2024,13.555092841248511,857.8553746024609,0.2611732684348285,0.9373450914601066,1.8285530102090055,0.02561609284760185,0.1339244411133952,0.23549579725053385,0.2355571755872267,0.8034206503467114,1.5930572129584717,准备工业化国家
Netherlands,NLD,18228740.0,6400.0,worldsteel2024,122.33,OWID2024,351.09393188997154,6710.831357515659,2.506205747185983,9.753810630205319,18.56180555214176,0.6634889825435336,3.4688112547326546,6.099636968081291,1.8427167646424492,6.2849993754726645,12.46216858406047,发达国家
Ecuador,ECU,18135478.0,492.6,BGS 2024,32.66,OWID2024,27.162228643766653,1800.889946214817,0.5458341098988466,1.9549785674253242,3.8161899080495356,0.05133053524865642,0.2683630671596085,0.47189574903538234,0.4945035746501902,1.6866155002657157,3.344294159014153,工业化起步国家
Cambodia,KHM,17638804.0,0.0,无产量(两源均无),15.48,OWID2024,0.0,877.6105227996184,0.24098171106301827,0.8219222468653683,1.6297429787183813,0.0,0.0,0.0,0.24098171106301827,0.8219222468653683,1.6297429787183813,准备工业化国家
Zimbabwe,ZWE,16634366.0,60.0,BGS 2024 est,10.26,OWID2024,3.6069904918528306,616.7953741068341,0.17618128932312047,0.6132940739150342,1.2080683223110853,0.006816405053202779,0.03563709901364478,0.06266508916627528,0.1693648842699177,0.5776569749013895,1.14540323314481,准备工业化国家
Guinea,GIN,14754779.0,0.0,无产量(两源均无),4.03,OWID2024,0.0,273.13184426550885,0.07499884911011777,0.2558004186333652,0.5072121332776582,0.0,0.0,0.0,0.07499884911011777,0.2558004186333652,0.5072121332776582,准备工业化国家
Benin,BEN,14462721.0,0.0,无产量(两源均无),1.01,OWID2024,0.0,69.83471505811389,0.019175805997195285,0.06540339298423997,0.12968467626583635,0.0,0.0,0.0,0.019175805997195285,0.06540339298423997,0.12968467626583635,准备工业化国家
Rwanda,RWA,14256573.0,0.0,无产量(两源均无),1.13,OWID2024,0.0,79.2616851188571,0.021764343071854358,0.07423218002833942,0.14719077705650857,0.0,0.0,0.0,0.021764343071854358,0.07423218002833942,0.14719077705650857,准备工业化国家
Burundi,BDI,14047788.0,0.0,无产量(两源均无),0.49,OWID2024,0.0,34.88093641504271,0.009577902181440195,0.03266758645915408,0.06477470328431537,0.0,0.0,0.0,0.009577902181440195,0.03266758645915408,0.06477470328431537,准备工业化国家
Bolivia,BOL,12413318.0,0.0,无产量(两源均无),13.53,OWID2024,0.0,1089.9583817960677,0.29928998001846785,1.0207956933990792,2.024077849660171,0.0,0.0,0.0,0.29928998001846785,1.0207956933990792,2.024077849660171,工业化起步国家
Tunisia,TUN,12277103.0,60.0,BGS 2024,21.37,OWID2024,4.88714642208345,1740.6386506653892,0.48719487829627744,1.678472467662962,3.3173116512273135,0.009235613357583177,0.04828505130006698,0.08490553745573834,0.4779592649386943,1.630187416362895,3.2324061137715754,工业化起步国家
South Sudan,SSD,11943410.0,0.0,无产量(两源均无),0.56,OWID2024,0.0,46.88778163020444,0.012874843169782392,0.0439125441489603,0.08707169172919539,0.0,0.0,0.0,0.012874843169782392,0.0439125441489603,0.08707169172919539,准备工业化国家
Haiti,HTI,11772562.0,0.0,无产量(两源均无),0.86,OWID2024,0.0,73.05121858776364,0.020059020708138555,0.06841579511418086,0.13565779749363013,0.0,0.0,0.0,0.020059020708138555,0.06841579511418086,0.13565779749363013,准备工业化国家
Belgium,BEL,11738761.0,7100.0,worldsteel2024,76.01,OWID2024,604.8338491600604,6475.129700655802,2.9209964706344254,12.040017988595633,22.532385049748683,1.1430006580485708,5.975763955576408,10.507919877805742,1.7779958125858548,6.064254033019225,12.02446517194294,发达国家
Jordan,JOR,11552885.0,300.0,BGS 2024 est,23.67,OWID2024,25.96753970977812,2048.8388831014936,0.6116603287628234,2.175390508143471,4.255881191420979,0.04907284044601175,0.2565595295769006,0.451140138854692,0.5625874883168116,1.9188309785665705,3.804741052566287,工业化中期国家
Dominican Republic,DOM,11427558.0,60.0,BGS 2024 est,24.03,OWID2024,5.250465585035753,2102.811466806819,0.5873299415817722,2.0212534106590834,3.9961869513474277,0.009922205291736388,0.05187464794938746,0.09121756622144973,0.5774077362900358,1.9693787627096957,3.904969385125978,工业化中期国家
United Arab Emirates,ARE,11027135.0,3700.0,worldsteel2024,177.26,OWID2024,335.535930230291,16074.8916196274,5.0480673754869905,18.36996658258054,35.68078859558865,0.6340878401312318,3.315098056194202,5.829344167627544,4.413979535355758,15.054868526386334,29.85144442796111,工业化国家
Cuba,CUB,10979781.0,178.7,BGS 2024,19.43,OWID2024,16.27537015537924,1769.6163520929972,0.5166730153644673,1.81812716007888,3.568974184612031,0.03075680837541814,0.1608008058299684,0.28275581105762126,0.4859162069890492,1.6573263542489116,3.2862183735544095,工业化起步国家
Honduras,HND,10825704.0,0.0,无产量(两源均无),12.48,OWID2024,0.0,1152.811863320852,0.3165488199373332,1.0796608430481076,2.14079821426593,0.0,0.0,0.0,0.3165488199373332,1.0796608430481076,2.14079821426593,工业化起步国家
Czechia,CZE,10735857.0,2500.0,worldsteel2024,72.81,OWID2024,232.86450257301303,6781.945772936431,2.3023057736695383,8.652304679076783,16.63983914271633,0.44006181209390366,2.3007034129149564,4.045609449306413,1.8622439615756345,6.351601266161826,12.594229693409916,发达国家
Sweden,SWE,10606993.0,4000.0,worldsteel2024,172.15,OWID2024,377.10970488997214,16229.858924202175,5.169184740066517,18.925849798559195,36.6908373612989,0.7126529731170402,3.7258473296576216,6.551615075164455,4.456531766949476,15.200002468901575,30.13922228613444,发达国家
Tajikistan,TJK,10590930.0,0.0,无产量(两源均无),22.2,OWID2024,0.0,2096.1332007670712,0.5755739615854452,1.9631242622382974,3.892567691087975,0.0,0.0,0.0,0.5755739615854452,1.9631242622382974,3.892567691087975,工业化起步国家
Papua New Guinea,PNG,10576509.0,0.0,无产量(两源均无),4.73,OWID2024,0.0,447.21750815888305,0.12280076131000765,0.4188395758643474,0.8304932255789343,0.0,0.0,0.0,0.12280076131000765,0.4188395758643474,0.8304932255789343,准备工业化国家
Portugal,PRT,10425291.0,1900.0,worldsteel2024,47.27,OWID2024,182.24910940135868,4534.166000738013,1.5894396463179696,6.04707594526855,11.586307211510734,0.3444100429627121,1.800622865947326,3.1662563893379887,1.2450296033552575,4.246453079321224,8.420050822172746,发达国家
Azerbaijan,AZE,10336577.0,352.406,BGS 2024,27.84,OWID2024,34.09310451612753,2693.348097730999,0.8039906130657046,2.8592834121233177,5.593917002724237,0.06442834003250378,0.33684018410031047,0.5923074760756657,0.7395622730332009,2.522443228023007,5.001609526648571,工业化中期国家
Greece,GRC,10047813.0,1300.0,worldsteel2024,57.08,OWID2024,129.38138876589363,5680.838208274776,1.8043944235703797,6.598653158006114,12.797220671789447,0.2445018788284108,1.2782893030595615,2.247773117723553,1.559892544741969,5.320363854946552,10.549447554065894,发达国家
