entity,code,pop1995,steel_kt,steel_src,elec_twh,elec_src,pc_steel_kg,pc_elec_kwh,s_mature,s_late,s_mid,s_start,category
Venezuela,VEN,22193822.0,3568.0,worldsteel-SSY2003,71.598,EIA-IEA2005,160.76545986536254,3226.0329023094805,1.2084218752407765,1.6112291669877021,4.833687500963106,9.667375001926212,工业化中期国家
Taiwan,TWN,21534497.0,11605.0,worldsteel-SSY2003,113.244,EIA-IEA2005,538.902766105937,5258.725105118546,2.661938191544479,3.549250922059305,10.647752766177916,21.295505532355833,成熟工业化国家
Iraq,IRQ,20825859.0,0.0,无产量(SSY2003未列),27.288,EIA-IEA2005,0.0,1310.2940915906518,0.32757352289766295,0.43676469719688393,1.3102940915906518,2.6205881831813036,工业化起步国家
Uganda,UGA,20665673.0,30.0,worldsteel-SSY2003,1.0449,EIA-IEA2005,1.4516827010666433,50.56210847815118,0.016269733872204404,0.02169297849627254,0.06507893548881762,0.13015787097763523,准备工业化国家
Malaysia,MYS,20330602.0,2450.0,worldsteel-SSY2003,43.016,EIA-IEA2005,120.50799086028047,2115.8251978962553,0.830226276624765,1.10696836883302,3.32090510649906,6.64181021299812,工业化中期国家
Australia,AUS,18095340.0,8460.0,worldsteel-SSY2003,164.07865,EIA-IEA2005,467.5236828929437,9067.453278026276,3.4356725267389283,4.580896702318571,13.742690106955713,27.485380213911426,成熟工业化国家
Sri Lanka,LKA,17564065.0,30.0,worldsteel-SSY2003,4.736,EIA-IEA2005,1.7080328500264603,269.64145259084387,0.07168044527277712,0.09557392703036949,0.28672178109110846,0.5734435621822169,准备工业化国家
Ghana,GHA,17399023.0,25.0,worldsteel-SSY2003,6.053999999999999,EIA-IEA2005,1.4368622881871012,347.95057170738835,0.09057979864731484,0.12077306486308645,0.3623191945892594,0.7246383891785187,准备工业化国家
Afghanistan,AFG,17065837.0,0.0,无产量(SSY2003未列),0.608,EIA-IEA2005,0.0,35.626731932339446,0.008906682983084861,0.011875577310779815,0.035626731932339444,0.07125346386467889,准备工业化国家
Yemen,YEM,16740057.0,0.0,无产量(SSY2003未列),2.227,EIA-IEA2005,0.0,133.03419456695997,0.03325854864173999,0.04434473152231999,0.13303419456695997,0.26606838913391995,准备工业化国家
Kazakhstan,KAZ,16730541.0,3028.0,worldsteel-SSY2003,63.176,EIA-IEA2005,180.986376949795,3776.088292661905,1.3964880155399637,1.8619840207199516,5.585952062159855,11.17190412431971,工业化中期国家
Mozambique,MOZ,15960530.0,0.0,无产量(SSY2003未列),0.402,EIA-IEA2005,0.0,25.187133509977425,0.006296783377494356,0.008395711169992475,0.025187133509977425,0.05037426701995485,准备工业化国家
Netherlands,NLD,15565034.0,6409.0,worldsteel-SSY2003,76.18625,EIA-IEA2005,411.75624801076566,4894.705016384802,2.253066874123115,3.004089165497486,9.01226749649246,18.02453499298492,成熟工业化国家
Cote d'Ivoire,CIV,14855566.0,0.0,无产量(SSY2003未列),2.962,EIA-IEA2005,0.0,199.38654642980282,0.04984663660745071,0.0664621821432676,0.19938654642980283,0.39877309285960566,准备工业化国家
Syria,SYR,14616804.0,70.0,worldsteel-SSY2003,14.508,EIA-IEA2005,4.7890085958599435,992.5562386962293,0.2601115811637072,0.3468154415516096,1.0404463246548288,2.0808926493096576,工业化起步国家
Chile,CHL,14527382.0,1014.0,worldsteel-SSY2003,27.343,EIA-IEA2005,69.7992246641549,1882.1698224773052,0.6450405172797136,0.8600540230396181,2.5801620691188543,5.1603241382377085,工业化中期国家
Madagascar,MDG,14051279.0,0.0,无产量(SSY2003未列),0.609,EIA-IEA2005,0.0,43.341250287607274,0.010835312571901819,0.014447083429202425,0.043341250287607276,0.08668250057521455,准备工业化国家
Angola,AGO,13699780.0,9.0,worldsteel-SSY2003,1.347,EIA-IEA2005,0.6569448560487833,98.32274678863456,0.026223048837280598,0.034964065116374135,0.10489219534912239,0.20978439069824478,准备工业化国家
Saudi Arabia,SAU,13289246.0,2451.0,worldsteel-SSY2003,97.846,EIA-IEA2005,184.43484303022157,7362.795451299495,2.3017859704004278,3.0690479605339034,9.207143881601711,18.414287763203422,成熟工业化国家
Cameroon,CMR,13058517.0,0.0,无产量(SSY2003未列),2.811,EIA-IEA2005,0.0,215.2618095913954,0.05381545239784885,0.07175393653046513,0.2152618095913954,0.4305236191827908,准备工业化国家
Ecuador,ECU,11590519.0,35.0,worldsteel-SSY2003,8.181000000000001,EIA-IEA2005,3.019709471163457,705.8355195310927,0.18400815356068181,0.24534420474757573,0.7360326142427273,1.4720652284854545,准备工业化国家
Zimbabwe,ZWE,10974607.0,220.0,worldsteel-SSY2003,7.429,EIA-IEA2005,20.04627591675948,676.9262899345736,0.2193472622755421,0.2924630163673895,0.8773890491021684,1.7547780982043368,准备工业化国家
Cuba,CUB,10925362.0,207.0,worldsteel-SSY2003,11.72,EIA-IEA2005,18.946740620585388,1072.7333336872498,0.3155501849732759,0.4207335799643679,1.2622007398931037,2.5244014797862073,工业化起步国家
Greece,GRC,10519233.0,939.0,worldsteel-SSY2003,38.999300000000005,EIA-IEA2005,89.26506333684215,3707.4280986075705,1.1500196829939981,1.5333595773253308,4.600078731975993,9.200157463951985,工业化中期国家
Burkina Faso,BFA,10386723.0,0.0,无产量(SSY2003未列),0.232,EIA-IEA2005,0.0,22.336207483341955,0.005584051870835488,0.007445402494447318,0.022336207483341954,0.04467241496668391,准备工业化国家
Guatemala,GTM,10312999.0,0.0,SSY空/USGS-MYB1995:NA,3.297,EIA-IEA2005,0.0,319.69362161287904,0.07992340540321977,0.10656454053762635,0.31969362161287906,0.6393872432257581,准备工业化国家
Czechia,CZE,10312041.0,7184.0,worldsteel-SSY2003,57.56385,EIA-IEA2005,696.6613107919179,5582.197549447292,3.1372026643416175,4.182936885788823,12.54881065736647,25.09762131473294,成熟工业化国家
Mali,MLI,10185368.0,0.0,无产量(SSY2003未列),0.305,EIA-IEA2005,0.0,29.944917061415946,0.007486229265353987,0.009981639020471982,0.029944917061415947,0.05988983412283189,准备工业化国家
Malawi,MWI,10150122.0,0.0,无产量(SSY2003未列),0.85,EIA-IEA2005,0.0,83.74283580039727,0.02093570895009932,0.027914278600132424,0.08374283580039728,0.16748567160079456,准备工业化国家
Belgium,BEL,10137264.0,11606.0,worldsteel-SSY2003,69.547,EIA-IEA2005,1144.8848525598228,6860.529626139755,4.577344537934495,6.103126050579328,18.30937815173798,36.61875630347596,成熟工业化国家
Portugal,PRT,10031756.0,828.0,worldsteel-SSY2003,31.59305,EIA-IEA2005,82.53789266804336,3149.304069995323,0.9936707491689392,1.3248943322252522,3.9746829966757566,7.949365993351513,工业化中期国家
Cambodia,KHM,10018500.0,0.0,无产量(SSY2003未列),0.186,EIA-IEA2005,0.0,18.565653540949246,0.004641413385237311,0.006188551180316415,0.018565653540949245,0.03713130708189849,准备工业化国家
Niger,NER,9714537.0,0.0,无产量(SSY2003未列),0.165,EIA-IEA2005,0.0,16.9848547594188,0.0042462136898547,0.0056616182531396,0.0169848547594188,0.0339697095188376,准备工业化国家
Tunisia,TUN,9161263.0,201.0,worldsteel-SSY2003,6.872000000000001,EIA-IEA2005,21.940206279418025,750.1149131948292,0.24237924399725239,0.32317232532966983,0.9695169759890095,1.939033951978019,准备工业化国家
Senegal,SEN,8848112.0,0.0,无产量(SSY2003未列),1.021,EIA-IEA2005,0.0,115.39184856611217,0.028847962141528044,0.03846394952203739,0.11539184856611218,0.23078369713222435,准备工业化国家
Sweden,SWE,8826298.0,4953.0,worldsteel-SSY2003,143.52405000000002,EIA-IEA2005,561.1639217257338,16260.956745398811,5.468148990664037,7.290865320885383,21.87259596265615,43.7451919253123,成熟工业化国家
Zambia,ZMB,8785768.0,0.0,无产量(SSY2003未列),7.842,EIA-IEA2005,0.0,892.5799087797446,0.22314497719493617,0.2975266362599149,0.8925799087797447,1.7851598175594894,准备工业化国家
Dominican Republic,DOM,7888120.0,0.0,SSY空/USGS-MYB1995:--,5.179,EIA-IEA2005,0.0,656.5569489307971,0.1641392372326993,0.21885231631026572,0.6565569489307972,1.3131138978615944,准备工业化国家
Bolivia,BOL,7874676.0,0.0,无产量(SSY2003未列),2.901,EIA-IEA2005,0.0,368.3961092494472,0.0920990273123618,0.12279870308314907,0.3683961092494472,0.7367922184988944,准备工业化国家
Azerbaijan,AZE,7719283.0,20.0,worldsteel-SSY2003,16.1,EIA-IEA2005,2.5909142079646514,2085.6859374115447,0.5278987698727978,0.7038650264970637,2.1115950794911913,4.223190158982383,工业化中期国家
Haiti,HTI,7562551.0,0.0,无产量(SSY2003未列),0.53,EIA-IEA2005,0.0,70.08217200783174,0.017520543001957937,0.02336072400261058,0.07008217200783175,0.1401643440156635,准备工业化国家
Guinea,GIN,7553252.0,0.0,无产量(SSY2003未列),0.522,EIA-IEA2005,0.0,69.10930550178917,0.01727732637544729,0.023036435167263055,0.06910930550178916,0.13821861100357832,准备工业化国家
Somalia,SOM,7285013.0,0.0,无产量(SSY2003未列),0.256,EIA-IEA2005,0.0,35.14063736056477,0.008785159340141192,0.011713545786854922,0.03514063736056477,0.07028127472112954,准备工业化国家
Chad,TCD,7089063.0,0.0,无产量(SSY2003未列),0.084,EIA-IEA2005,0.0,11.849238749888384,0.002962309687472096,0.003949746249962795,0.011849238749888384,0.023698477499776768,准备工业化国家
Benin,BEN,6226775.0,0.0,无产量(SSY2003未列),0.029,EIA-IEA2005,0.0,4.6573065511440515,0.0011643266377860128,0.001552435517048017,0.004657306551144051,0.009314613102288103,准备工业化国家
Burundi,BDI,6066319.0,0.0,无产量(SSY2003未列),0.119,EIA-IEA2005,0.0,19.616508792234633,0.004904127198058658,0.006538836264078211,0.019616508792234633,0.03923301758446927,准备工业化国家
Tajikistan,TJK,5948588.0,0.0,无产量(SSY2003未列),14.612,EIA-IEA2005,0.0,2456.381245431689,0.6140953113579223,0.8187937484772296,2.456381245431689,4.912762490863378,工业化中期国家
Honduras,HND,5739636.0,0.0,无产量(SSY2003未列),2.266,EIA-IEA2005,0.0,394.79855516970065,0.09869963879242516,0.13159951838990022,0.39479855516970064,0.7895971103394013,准备工业化国家
Rwanda,RWA,5674118.0,0.0,无产量(SSY2003未列),0.162,EIA-IEA2005,0.0,28.5506928125217,0.007137673203130425,0.0095168976041739,0.0285506928125217,0.0571013856250434,准备工业化国家
Israel,ISR,5354734.0,220.0,worldsteel-SSY2003,28.566,EIA-IEA2005,41.085140737149594,5334.7187740791605,1.436392545362664,1.9151900604835521,5.745570181450656,11.491140362901312,工业化中期国家
South Sudan,SSD,5225840.0,0.0,无产量(SSY2003未列),0.0,1995年尚未独立，计入苏丹,0.0,0.0,0.0,0.0,0.0,0.0,准备工业化国家
Jordan,JOR,4752097.0,30.0,worldsteel-SSY2003,5.281,EIA-IEA2005,6.313002449234517,1111.2988644802494,0.29360722224314867,0.3914762963241982,1.1744288889725947,2.3488577779451894,工业化起步国家
Papua New Guinea,PNG,4644282.0,0.0,无产量(SSY2003未列),1.523,EIA-IEA2005,0.0,327.9301299964128,0.0819825324991032,0.1093100433321376,0.3279301299964128,0.6558602599928256,准备工业化国家
United Arab Emirates,ARE,2434667.0,60.0,worldsteel-SSY2003,23.483,EIA-IEA2005,24.644027294081695,9645.261549115341,2.4729254555140394,3.297233940685386,9.891701822056158,19.783403644112315,成熟工业化国家
